connection_id,client_id,client_name,property_address,connection_type,install_date,meter_serial,status,technician_id,technician_name
CN1856,C429,Emma Baptista,"Avenida Vicente, 28, 6829-670 Mirandela",Three-phase,9/4/2019,MTR1856,Disconnected,T037,Enzo Sá
CN1857,C552,Lúcia Nunes,"R. Machado, 18, 6440-373 Costa da Caparica",Single-phase,6/16/2024,MTR1857,Disconnected,T112,Edgar Barbosa
CN1858,C357,Marcos Reis,"R. de S. Francisco de Borja, 25, 4638-901 Montemor-o-Novo",Three-phase,5/24/2019,MTR1858,Suspended,T119,Bárbara Assunção
CN1859,C106,Isabela do Esteves,"R. de Ulisses, 3, 3302-399 Mangualde",Three-phase,4/10/2025,MTR1859,Active,T079,Valentim Lima
CN1860,C000,André Vicente,"Alameda da Cidade da Praia, 36, 7600-884 Serpa",Three-phase,4/23/2021,MTR1860,Active,T021,Ana Guerreiro
CN1861,C467,Núria Gonçalves,"Praça Loureiro, 43, 3574-859 Gouveia",Three-phase,12/16/2022,MTR1861,Disconnected,T041,Afonso Machado
CN1862,C410,Nicole Fernandes,"Travessa de Araújo, 18, 1349-564 Vizela",Three-phase,11/21/2024,MTR1862,Suspended,T078,Daniel Campos-Cruz
CN1863,C117,Gaspar Vieira,"Largo dos Pinheiros ao Parque das Nações, 3, 3693-180 Funchal",Three-phase,6/30/2021,MTR1863,Disconnected,T100,Bernardo Figueiredo
CN1864,C141,Madalena Almeida,"Largo de Miranda, 6, 3285-558 Ílhavo",Three-phase,12/17/2020,MTR1864,Suspended,T067,Henrique Guerreiro
CN1865,C349,Ricardo do Torres,"R. Moura, 597, 2512-257 Alcobaça",Single-phase,10/11/2023,MTR1865,Active,T024,Marco Araújo
CN1866,C309,Lisandro Moreira,"Av de Fernandes, 4, 9325-282 Serpa",Three-phase,1/2/2021,MTR1866,Disconnected,T031,Luca Matos
CN1867,C490,Noa de Leite,"Av da Senhora da Luz, 740, 1487-831 Guarda",Single-phase,5/5/2025,MTR1867,Active,T096,Larissa de Pires
CN1868,C379,Catarina Moura,"R. Kelly Lourenço, 4, 7272-742 Cartaxo",Single-phase,4/25/2020,MTR1868,Active,T051,David do Cardoso
CN1869,C523,Bárbara Garcia,"Rua Carolina Michaelis de Vasconcelos, 77, 2737-203 Quarteira",Three-phase,12/27/2022,MTR1869,Disconnected,T120,Raquel Coelho
CN1870,C197,Luana Soares,"R. Gomes, 8, 6158-736 Estarreja",Three-phase,2/9/2023,MTR1870,Disconnected,T004,Mafalda Araújo
CN1871,C121,Enzo Carvalho-Pereira,"Largo Neves, 1, 3354-216 Freamunde",Single-phase,3/4/2022,MTR1871,Suspended,T011,Guilherme Antunes
CN1872,C588,Emma Jesus-Valente,"Travessa Letícia Martins, S/N, 7842-170 Vila Real",Single-phase,6/30/2024,MTR1872,Disconnected,T020,Denis Pires
CN1873,C038,Gabriela da Rodrigues,"R. das Torres do Restelo, S/N, 0703-398 Castelo Branco",Single-phase,8/10/2023,MTR1873,Active,T040,Soraia Matos
CN1874,C527,Ivan Faria,"Praça Mateus Soares, S/N, 2796-365 Figueira da Foz",Three-phase,5/11/2021,MTR1874,Disconnected,T037,Enzo Sá
CN1875,C305,Bruna Borges,"Alameda do Calhau, 12, 6327-135 Vila Nova de Foz Côa",Single-phase,5/30/2020,MTR1875,Active,T017,Noa Mendes
CN1876,C378,Denis Barbosa-Cruz,"Av de Moreira, S/N, 4553-129 Abrantes",Three-phase,7/10/2020,MTR1876,Suspended,T085,Nádia Magalhães
CN1877,C063,Joel Jesus,"Avenida Baptista, 36, 7238-697 Esmoriz",Three-phase,10/4/2020,MTR1877,Disconnected,T061,Filipe Costa-Pacheco
CN1878,C001,Bruna Baptista,"Largo de Mota, 31, 7640-006 Peso da Régua",Three-phase,11/20/2022,MTR1878,Active,T071,Lourenço Nogueira
CN1879,C564,Íris do Simões,"Largo dos Oceanos, 1, 0245-393 Loures",Single-phase,12/23/2021,MTR1879,Disconnected,T070,Camila Pereira
CN1880,C357,Marcos Reis,"Travessa Yara Azevedo, 4, 1390-143 Sines",Three-phase,3/6/2023,MTR1880,Disconnected,T059,Daniel Carvalho
CN1881,C204,Beatriz Abreu,"R. Gabriela Monteiro, 88, 8731-424 Rio Tinto",Three-phase,9/18/2024,MTR1881,Suspended,T082,Joaquim Guerreiro
CN1882,C053,Igor Gonçalves,"Praça do José da Mestra, 35, 7584-161 Gafanha da Nazaré",Single-phase,2/3/2022,MTR1882,Active,T070,Camila Pereira
CN1883,C543,Ivan Lima-Anjos,"Av de Batista, 5, 8735-437 Rio Tinto",Three-phase,6/20/2019,MTR1883,Suspended,T040,Soraia Matos
CN1884,C446,Carolina da Amaral,"Avenida de Vaz, S/N, 4027-406 Porto",Three-phase,1/27/2024,MTR1884,Active,T020,Denis Pires
CN1885,C592,Teresa Abreu-Magalhães,"R. Daniel Rodrigues, S/N, 2121-548 Praia da Vitória",Single-phase,1/17/2024,MTR1885,Suspended,T067,Henrique Guerreiro
CN1886,C157,Ricardo Cardoso-Azevedo,"Praça Reis, 19, 2379-006 Miranda do Douro",Single-phase,5/12/2024,MTR1886,Disconnected,T061,Filipe Costa-Pacheco
CN1887,C404,Bruno Nogueira,"Avenida Débora Borges, S/N, 8656-581 Albufeira",Three-phase,12/9/2020,MTR1887,Suspended,T097,Marco Andrade
CN1888,C576,Francisco Mendes,"Av de Henriques, 5, 8380-582 Funchal",Three-phase,11/18/2020,MTR1888,Suspended,T099,Valentim Miranda
CN1889,C357,Marcos Reis,"Travessa Yara Azevedo, 4, 1390-143 Sines",Single-phase,1/7/2023,MTR1889,Disconnected,T030,Marta-Emma Torres
CN1890,C346,Soraia Azevedo,"Avenida de Cima, S/N, 0029-561 Fafe",Three-phase,4/18/2022,MTR1890,Disconnected,T025,Beatriz Vieira
CN1891,C082,Pedro Pinto,"R. do Carregal, 48, 3688-501 Fiães",Single-phase,12/29/2023,MTR1891,Active,T051,David do Cardoso
CN1892,C564,Íris do Simões,"Largo dos Oceanos, 1, 0245-393 Loures",Three-phase,8/15/2022,MTR1892,Suspended,T095,Nuno Melo-Garcia
CN1893,C075,Ismael Gomes,"Avenida Machado de Asis, 12, 5999-193 Gouveia",Single-phase,4/24/2021,MTR1893,Suspended,T034,Fabiana Tavares
CN1894,C519,Larissa Baptista,"Avenida Leite, 60, 2707-995 São Mamede de Infesta",Three-phase,9/6/2022,MTR1894,Suspended,T031,Luca Matos
CN1895,C409,Flor Melo,"R. de Faria, 3, 0493-795 Costa da Caparica",Three-phase,9/18/2021,MTR1895,Suspended,T096,Larissa de Pires
CN1896,C529,Constança Sousa-Marques,"Largo Rafael Sousa, 290, 5996-706 Beja",Single-phase,4/21/2019,MTR1896,Active,T110,Gaspar Anjos
CN1897,C027,Dinis Jesus,"Praça Maia, S/N, 8597-703 Vila Nova de Foz Côa",Single-phase,7/15/2022,MTR1897,Disconnected,T038,Gabriela Ribeiro-Ramos
CN1898,C381,Vítor Garcia,"Alameda Tomás Coelho, 34, 6251-085 Lisboa",Three-phase,5/14/2022,MTR1898,Suspended,T080,Gil Machado
CN1899,C490,Noa de Leite,"Av da Senhora da Luz, 740, 1487-831 Guarda",Three-phase,9/7/2024,MTR1899,Active,T080,Gil Machado
CN1900,C324,Fábio Assunção,"Avenida Guerreiro, S/N, 5992-016 Maia",Single-phase,2/26/2022,MTR1900,Active,T003,Tatiana Nunes
CN1901,C092,Lia Assunção,"Praça de Loureiro, 54, 4852-953 Setúbal",Single-phase,8/24/2021,MTR1901,Active,T003,Tatiana Nunes
CN1902,C318,Daniela Castro,"Alameda Afonso Carvalho, 594, 0315-892 Vale de Cambra",Single-phase,6/16/2025,MTR1902,Disconnected,T035,Bruno Guerreiro
CN1903,C151,Guilherme de Magalhães,"Travessa Kévim Esteves, 4, 2111-790 São Salvador de Lordelo",Single-phase,10/16/2025,MTR1903,Active,T094,Gustavo Vieira-Domingues
CN1904,C150,Mateus Gaspar,"Avenida do Alto de São João, S/N, 3356-588 Matosinhos",Single-phase,6/25/2024,MTR1904,Suspended,T020,Denis Pires
CN1905,C052,Ana Rocha,"Largo de Rodrigues, 8, 2217-043 Guimarães",Three-phase,9/27/2019,MTR1905,Suspended,T044,Alexandre de Batista
CN1906,C052,Ana Rocha,"Alameda de Teixeira, 95, 2476-096 Santa Maria da Feira",Three-phase,5/21/2021,MTR1906,Suspended,T103,Filipa-Jéssica Pinheiro
CN1907,C158,Helena Leite-Morais,"Avenida Filipe Torres, 14, 4318-343 Praia da Vitória",Single-phase,12/15/2022,MTR1907,Suspended,T090,Lia-Mélanie Melo
CN1908,C215,Benedita Henriques,"Avenida Pereira, S/N, 4992-164 Angra do Heroísmo",Single-phase,4/25/2022,MTR1908,Active,T108,Frederico Amaral
CN1909,C507,Joana Soares,"Alameda Débora Barros, 59, 9421-794 Trofa",Three-phase,8/10/2020,MTR1909,Active,T100,Bernardo Figueiredo
CN1910,C086,Bruna Gaspar,"Alameda Lourenço, S/N, 7473-389 Mangualde",Single-phase,1/6/2022,MTR1910,Active,T061,Filipe Costa-Pacheco
CN1911,C009,Mara-Iara Figueiredo,"Avenida Nogueira, 9, 2513-542 Vila Nova de Famalicão",Three-phase,8/30/2025,MTR1911,Active,T033,Pedro Sousa
CN1912,C430,Vicente Barbosa,"Praça de Marques, 82, 1573-855 Estarreja",Single-phase,5/11/2020,MTR1912,Suspended,T099,Valentim Miranda
CN1913,C046,Pilar-Diana Henriques,"Largo Vicente Garcia, 66, 5151-864 Faro",Single-phase,9/19/2019,MTR1913,Disconnected,T057,Larissa Machado
CN1914,C152,Nádia Guerreiro,"Travessa Mota, 77, 8455-939 Paços de Ferreira",Three-phase,2/21/2025,MTR1914,Disconnected,T026,Marco Ferreira
CN1915,C046,Pilar-Diana Henriques,"Largo Vicente Garcia, 66, 5151-864 Faro",Single-phase,11/27/2022,MTR1915,Suspended,T013,Jéssica-Letícia Assunção
CN1916,C119,Salvador Mota,"R. Paulo Barbosa, 52, 5135-346 Praia da Vitória",Three-phase,2/20/2019,MTR1916,Suspended,T088,Daniela Esteves
CN1917,C319,Fábio Azevedo,"Travessa das Ondas, 90, 8588-382 Santarém",Single-phase,4/5/2025,MTR1917,Disconnected,T081,Kevin Silva
CN1918,C346,Soraia Azevedo,"Avenida Mauro Macedo, 5, 9242-195 Lourosa",Single-phase,4/27/2020,MTR1918,Suspended,T067,Henrique Guerreiro
CN1919,C581,Naiara Ferreira,"Largo de Marques, 37, 5561-927 Tondela",Three-phase,12/11/2019,MTR1919,Active,T082,Joaquim Guerreiro
CN1920,C140,Bruna Castro-Rodrigues,"Rua Alves, 63, 8037-891 Chaves",Single-phase,2/15/2020,MTR1920,Disconnected,T114,Martim Macedo
CN1921,C489,João Freitas-Miranda,"Avenida de Sá, 95, 4444-983 Paredes",Single-phase,12/1/2024,MTR1921,Disconnected,T015,Nicole de Loureiro
CN1922,C436,Sara Matias,"Largo Torres, 2, 0583-309 Tondela",Single-phase,1/26/2021,MTR1922,Active,T042,Daniel Machado-Coelho
CN1923,C063,Joel Jesus,"Alameda Moreira, S/N, 2077-107 Barcelos",Single-phase,9/20/2022,MTR1923,Suspended,T036,Daniel Miranda
CN1924,C112,Daniela Loureiro,"Avenida Simões, 78, 8068-687 São João da Madeira",Single-phase,4/29/2025,MTR1924,Active,T032,Pedro Amorim
CN1925,C198,Pedro Rocha,"Alameda Joaquim Marques, 63, 7844-607 São Salvador de Lordelo",Three-phase,11/23/2021,MTR1925,Disconnected,T101,Andreia Cruz
CN1926,C227,Martim Pinho-Lourenço,"Praça António Dias Lourenço, 435, 7355-896 Tavira",Three-phase,11/6/2020,MTR1926,Active,T020,Denis Pires
CN1927,C311,Laura Pinto,"Largo de Amaral, S/N, 3017-316 Chaves",Three-phase,4/8/2020,MTR1927,Active,T021,Ana Guerreiro
CN1928,C462,Renato Borges,"Largo das Carquejeiras, 83, 7927-490 Gandra",Three-phase,8/24/2019,MTR1928,Disconnected,T080,Gil Machado
CN1929,C267,Daniel Antunes,"Rua da Aldeia, 19, 6769-915 Serpa",Three-phase,1/2/2021,MTR1929,Disconnected,T008,Mauro Faria
CN1930,C262,João Tavares,"Praça Loureiro, 7, 6475-286 Quarteira",Single-phase,5/31/2025,MTR1930,Active,T090,Lia-Mélanie Melo
CN1931,C116,Sofia Moura,"Travessa Daniel Andrade, 70, 9118-722 Montemor-o-Novo",Three-phase,12/26/2023,MTR1931,Disconnected,T030,Marta-Emma Torres
CN1932,C248,Lia Tavares,"Travessa Raquel Torres, 66, 2934-172 Guimarães",Three-phase,2/21/2025,MTR1932,Suspended,T083,Noa Simões
CN1933,C348,Madalena Matias,"Alameda Castro, 166, 2358-418 Fundão",Single-phase,5/8/2020,MTR1933,Disconnected,T025,Beatriz Vieira
CN1934,C406,Álvaro Marques,"Avenida de Augusto Gomes, 390, 3116-787 Quarteira",Single-phase,8/6/2021,MTR1934,Suspended,T046,Juliana Lima
CN1935,C105,Lara Oliveira,"Alameda Diogo Araújo, 933, 6087-882 Ponte de Sor",Three-phase,1/24/2022,MTR1935,Disconnected,T063,Martim Jesus-Mendes
CN1936,C282,Santiago Fonseca,"Av de Sobre-o-Douro, 412, 0368-715 Vendas Novas",Three-phase,1/15/2022,MTR1936,Active,T070,Camila Pereira
CN1937,C140,Bruna Castro-Rodrigues,"Travessa Nunes, 37, 6394-278 Reguengos de Monsaraz",Three-phase,11/19/2023,MTR1937,Suspended,T024,Marco Araújo
CN1938,C495,Joel Campos,"Alameda Tavares, 8, 9025-912 Mealhada",Three-phase,4/18/2022,MTR1938,Disconnected,T060,Carlos Soares
CN1939,C309,Lisandro Moreira,"Alameda Diego Baptista, 39, 0555-465 Fundão",Single-phase,11/13/2018,MTR1939,Active,T071,Lourenço Nogueira
CN1940,C075,Ismael Gomes,"Praça do Seabra, 86, 3656-203 Lamego",Three-phase,12/13/2018,MTR1940,Suspended,T020,Denis Pires
CN1941,C140,Bruna Castro-Rodrigues,"Travessa Nunes, 37, 6394-278 Reguengos de Monsaraz",Three-phase,8/22/2021,MTR1941,Suspended,T034,Fabiana Tavares
CN1942,C592,Teresa Abreu-Magalhães,"R. Daniel Rodrigues, S/N, 2121-548 Praia da Vitória",Three-phase,9/12/2021,MTR1942,Disconnected,T100,Bernardo Figueiredo
CN1943,C363,Gustavo da Macedo,"Avenida Magalhães, 1, 3992-891 Tavira",Single-phase,10/21/2025,MTR1943,Disconnected,T114,Martim Macedo
CN1944,C488,Ângela Matias,"Praça Jesus, 82, 6014-584 Trofa",Single-phase,2/27/2024,MTR1944,Suspended,T047,Adriana Coelho-Correia
CN1945,C577,Filipa Antunes,"Avenida de Leal, 34, 3403-010 Rio Maior",Three-phase,8/21/2021,MTR1945,Active,T009,Matilde-Ema Carvalho
CN1946,C459,Joel Araújo,"Alameda Pinheiro, S/N, 4971-103 Seia",Three-phase,11/6/2018,MTR1946,Disconnected,T088,Daniela Esteves
CN1947,C262,João Tavares,"Praça Loureiro, 7, 6475-286 Quarteira",Three-phase,8/3/2025,MTR1947,Suspended,T079,Valentim Lima
CN1948,C341,Rafael Macedo,"Alameda de Amaral, S/N, 5625-313 Praia da Vitória",Three-phase,6/19/2021,MTR1948,Active,T083,Noa Simões
CN1949,C005,Marta Carvalho,"Praça Duarte Amaral, S/N, 3296-151 Alverca do Ribatejo",Single-phase,11/3/2023,MTR1949,Active,T067,Henrique Guerreiro
CN1950,C179,Rafaela-Carolina Carneiro,"Rua Reis, 62, 5207-882 Rebordosa",Single-phase,12/16/2019,MTR1950,Active,T017,Noa Mendes
CN1951,C197,Luana Soares,"Avenida Tiago Torres, 87, 8546-623 Loulé",Three-phase,10/7/2025,MTR1951,Active,T014,Tiago Baptista
CN1952,C530,Kevin Gaspar,"Rua de Abreu, 47, 7243-586 Tavira",Three-phase,10/14/2024,MTR1952,Disconnected,T005,Salomé Araújo
CN1953,C498,Violeta Loureiro-Valente,"Avenida Melo, 196, 5789-849 Montijo",Three-phase,8/31/2019,MTR1953,Active,T068,Denis Borges
CN1954,C179,Rafaela-Carolina Carneiro,"Av de Mendes, 97, 9733-977 Santo Tirso",Single-phase,8/3/2025,MTR1954,Active,T029,Ema Vaz
CN1955,C183,Sebastião Jesus,"Rua Vera Pinto, S/N, 2600-014 Angra do Heroísmo",Three-phase,5/1/2024,MTR1955,Active,T084,David Alves
CN1956,C439,Gaspar Teixeira,"Travessa de Guerreiro, S/N, 2026-838 Vila Nova de Santo André",Single-phase,5/3/2023,MTR1956,Suspended,T103,Filipa-Jéssica Pinheiro
CN1957,C086,Bruna Gaspar,"Avenida de Guedes de Oliveira, S/N, 5932-572 Vila Nova de Gaia",Three-phase,9/17/2019,MTR1957,Suspended,T096,Larissa de Pires
CN1958,C063,Joel Jesus,"Alameda Moreira, S/N, 2077-107 Barcelos",Single-phase,11/21/2022,MTR1958,Disconnected,T091,Sara Domingues
CN1959,C507,Joana Soares,"Alameda Débora Barros, 59, 9421-794 Trofa",Single-phase,4/25/2025,MTR1959,Disconnected,T068,Denis Borges
CN1960,C338,Bruno Campos-Ribeiro,"R. Vicente Azevedo, 34, 4043-261 Vendas Novas",Three-phase,10/30/2024,MTR1960,Active,T107,Victória Guerreiro
CN1961,C348,Madalena Matias,"Alameda Português, 203, 1009-431 Mirandela",Single-phase,5/6/2022,MTR1961,Active,T067,Henrique Guerreiro
CN1962,C426,Mélanie Borges,"Largo dos Heróis do Mar, 361, 1882-206 Caniço",Three-phase,11/16/2024,MTR1962,Active,T030,Marta-Emma Torres
CN1963,C017,Larissa Antunes,"Rua da Vila Expo, 17, 5627-298 Rebordosa",Single-phase,8/1/2022,MTR1963,Disconnected,T068,Denis Borges
CN1964,C519,Larissa Baptista,"Avenida Leite, 60, 2707-995 São Mamede de Infesta",Three-phase,3/9/2022,MTR1964,Disconnected,T023,Marcos Neto
CN1965,C561,Eduardo Gonçalves,"Largo Barbosa, S/N, 2125-434 Gandra",Three-phase,5/8/2024,MTR1965,Disconnected,T099,Valentim Miranda
CN1966,C125,Carlos Castro,"R. de Camilo, 9, 6733-746 Estarreja",Three-phase,2/28/2024,MTR1966,Active,T090,Lia-Mélanie Melo
CN1967,C379,Catarina Moura,"R. Kelly Lourenço, 4, 7272-742 Cartaxo",Single-phase,10/4/2019,MTR1967,Disconnected,T102,Salvador Barros
CN1968,C371,Wilson Freitas-Figueiredo,"Rua Antunes, 144, 8093-511 Câmara de Lobos",Three-phase,8/26/2020,MTR1968,Disconnected,T065,Mafalda Baptista
CN1969,C110,Dinis da Assunção,"Praça da Cova da Moura, 77, 3329-986 Chaves",Three-phase,5/9/2024,MTR1969,Suspended,T069,Eva Fonseca
CN1970,C147,Laura Paiva-Lopes,"Avenida Gil Sá, S/N, 0954-377 Santa Cruz",Three-phase,1/5/2023,MTR1970,Suspended,T071,Lourenço Nogueira
CN1971,C567,Bryan Neto,"Praça Castro, 6, 7545-847 Póvoa de Varzim",Three-phase,3/15/2020,MTR1971,Disconnected,T098,Alexandre de Gomes
CN1972,C240,Tiago Miranda,"Alameda de Soares, 35, 4286-449 Santa Maria da Feira",Single-phase,11/25/2018,MTR1972,Disconnected,T078,Daniel Campos-Cruz
CN1973,C448,Luna Ramos-Macedo,"Praça de Gomes, 12, 5944-102 Torres Vedras",Three-phase,12/1/2020,MTR1973,Disconnected,T028,Beatriz Cunha-Valente
CN1974,C163,Letícia Vaz,"Alameda Álvaro Melo, 3, 5028-303 Estremoz",Three-phase,4/10/2024,MTR1974,Suspended,T033,Pedro Sousa
CN1975,C233,Gonçalo Matos,"Travessa Lourenço, 968, 5834-834 Ponte de Sor",Single-phase,4/30/2023,MTR1975,Disconnected,T051,David do Cardoso
CN1976,C378,Denis Barbosa-Cruz,"Av de Moreira, S/N, 4553-129 Abrantes",Single-phase,10/22/2025,MTR1976,Disconnected,T037,Enzo Sá
CN1977,C403,Luís Garcia,"Rua Joel Maia, 52, 6931-729 Santo Tirso",Three-phase,11/2/2021,MTR1977,Active,T114,Martim Macedo
CN1978,C501,Gustavo Loureiro,"Rua Lucas Castro, 71, 1854-839 Queluz",Single-phase,12/26/2019,MTR1978,Suspended,T029,Ema Vaz
CN1979,C215,Benedita Henriques,"Avenida de Nascimento, 9, 1673-478 Horta",Three-phase,2/22/2024,MTR1979,Disconnected,T099,Valentim Miranda
CN1980,C410,Nicole Fernandes,"Travessa Mota, 93, 3705-424 Castelo Branco",Single-phase,2/13/2025,MTR1980,Active,T072,Igor Miranda
CN1981,C040,Isabela Simões,"Largo Gonçalves, 51, 7447-353 Estremoz",Three-phase,8/17/2021,MTR1981,Active,T059,Daniel Carvalho
CN1982,C472,Kyara Nunes,"Av Mafalda Sousa, 10, 7003-322 Paredes",Three-phase,8/2/2025,MTR1982,Disconnected,T034,Fabiana Tavares
CN1983,C278,Flor Cruz,"Av das Torres do Restelo, 3, 4133-954 Vila do Conde",Three-phase,1/18/2019,MTR1983,Suspended,T030,Marta-Emma Torres
CN1984,C074,Sofia Campos,"Av Gaspar, S/N, 9182-851 Santa Comba Dão",Three-phase,9/25/2020,MTR1984,Disconnected,T074,Ivo de Valente
CN1985,C052,Ana Rocha,"Largo de Rodrigues, 8, 2217-043 Guimarães",Single-phase,4/15/2021,MTR1985,Disconnected,T094,Gustavo Vieira-Domingues
CN1986,C294,Rui Henriques,"Rua da Ilha dos Amores, 1, 3677-349 Fátima",Three-phase,6/11/2020,MTR1986,Active,T102,Salvador Barros
CN1987,C116,Sofia Moura,"Travessa Daniel Andrade, 70, 9118-722 Montemor-o-Novo",Single-phase,2/4/2020,MTR1987,Disconnected,T106,Filipe Costa
CN1988,C527,Ivan Faria,"R. Neves, 64, 2022-017 Olhão",Single-phase,8/3/2020,MTR1988,Disconnected,T039,Júlia Assunção
CN1989,C357,Marcos Reis,"R. de S. Francisco de Borja, 25, 4638-901 Montemor-o-Novo",Three-phase,3/21/2025,MTR1989,Active,T074,Ivo de Valente
CN1990,C017,Larissa Antunes,"Praça Mota, 58, 3276-399 Matosinhos",Three-phase,4/5/2020,MTR1990,Suspended,T008,Mauro Faria
CN1991,C490,Noa de Leite,"Largo de Cruz, 99, 1433-952 Praia da Vitória",Three-phase,3/15/2021,MTR1991,Active,T056,Filipa Araújo-Reis
CN1992,C136,Enzo Nogueira,"R. de Esteves, 71, 8326-489 Castelo Branco",Single-phase,7/1/2024,MTR1992,Disconnected,T099,Valentim Miranda
CN1993,C531,Maria de Figueiredo,"Alameda Valente, 681, 2450-000 Alverca do Ribatejo",Single-phase,10/5/2020,MTR1993,Disconnected,T109,Joel Antunes
CN1994,C545,Benedita Neto,"Travessa de Marques, 45, 4555-595 Esmoriz",Three-phase,12/19/2024,MTR1994,Active,T081,Kevin Silva
CN1995,C244,Francisca Paiva,"Av Gil Branco, 4, 9980-137 Vila Nova de Gaia",Single-phase,10/4/2022,MTR1995,Suspended,T068,Denis Borges
CN1996,C329,Duarte Teixeira,"Praça Mário Magalhães, 51, 7761-868 Abrantes",Single-phase,8/11/2019,MTR1996,Suspended,T073,César Costa
CN1997,C470,Beatriz Loureiro,"Av de Pacheco, 399, 7735-166 Braga",Single-phase,6/20/2022,MTR1997,Active,T090,Lia-Mélanie Melo
CN1998,C039,Tatiana Cunha-Matias,"Av de Valente, 60, 2601-193 Albufeira",Three-phase,12/26/2020,MTR1998,Suspended,T087,Erica Rocha
CN1999,C246,Benedita Branco,"Praça de Campos, 16, 2277-707 Guimarães",Single-phase,11/3/2024,MTR1999,Active,T077,Bianca Lima
CN2000,C031,Amélia Reis-Araújo,"Travessa Lima, 36, 8692-221 Lourosa",Three-phase,11/7/2021,MTR2000,Active,T038,Gabriela Ribeiro-Ramos
CN2001,C414,Kyara da Reis,"Alameda Pinheiro, S/N, 9220-269 Chaves",Single-phase,7/5/2019,MTR2001,Suspended,T044,Alexandre de Batista
CN2002,C344,Filipa Guerreiro,"Travessa de Pereira, 89, 2135-317 Pombal",Single-phase,8/3/2025,MTR2002,Disconnected,T096,Larissa de Pires
CN2003,C286,Larissa do Garcia,"Praça Luna Abreu, S/N, 1302-321 Vila Nova de Foz Côa",Single-phase,2/3/2020,MTR2003,Suspended,T034,Fabiana Tavares
CN2004,C043,Raquel Lima-Assunção,"Avenida Rodrigo Macedo, 1, 0796-859 Santa Maria da Feira",Single-phase,1/10/2019,MTR2004,Active,T056,Filipa Araújo-Reis
CN2005,C581,Naiara Ferreira,"Largo de Marques, 37, 5561-927 Tondela",Single-phase,7/17/2021,MTR2005,Suspended,T072,Igor Miranda
CN2006,C553,Luciana Nogueira,"Av de Batista, 3, 9519-350 Caldas da Rainha",Single-phase,6/19/2020,MTR2006,Disconnected,T084,David Alves
CN2007,C511,Adriana Barros,"Rua Rocha, 62, 6022-169 Vila Nova de Foz Côa",Single-phase,9/21/2022,MTR2007,Active,T095,Nuno Melo-Garcia
CN2008,C127,Salomé do Reis,"Alameda da Lingueta, 163, 0286-720 Amadora",Three-phase,6/10/2019,MTR2008,Suspended,T035,Bruno Guerreiro
CN2009,C138,Beatriz Gonçalves-Cruz,"R. Marques, S/N, 4872-012 Barcelos",Single-phase,2/14/2024,MTR2009,Active,T119,Bárbara Assunção
CN2010,C580,Fábio Anjos,"Avenida Núria Costa, S/N, 9625-885 Santa Maria da Feira",Three-phase,12/15/2018,MTR2010,Suspended,T053,Camila Tavares
CN2011,C203,Valentina Soares,"Alameda de Cima, 48, 0519-567 Ribeira Grande",Three-phase,9/26/2022,MTR2011,Suspended,T025,Beatriz Vieira
CN2012,C525,Adriana Morais,"Praça da Ranha, 4, 0557-385 Lixa",Single-phase,11/26/2023,MTR2012,Suspended,T084,David Alves
CN2013,C108,Carlota Carneiro,"Travessa Anita Baptista, 36, 1336-109 Montijo",Three-phase,5/26/2020,MTR2013,Disconnected,T045,Inês Paiva
CN2014,C358,Edgar Campos,"Alameda do Adro, S/N, 6620-471 Albufeira",Single-phase,6/15/2021,MTR2014,Active,T057,Larissa Machado
CN2015,C464,Teresa Antunes,"Largo de Carrilho Videira, 85, 7583-392 Ponte de Sor",Three-phase,3/15/2023,MTR2015,Active,T088,Daniela Esteves
CN2016,C441,Mauro Pinheiro,"Largo Nádia Fernandes, 39, 8785-193 Vila Nova de Gaia",Single-phase,7/11/2022,MTR2016,Active,T094,Gustavo Vieira-Domingues
CN2017,C125,Carlos Castro,"Travessa da Senhora da Lapa, 615, 1667-467 Freamunde",Single-phase,5/28/2019,MTR2017,Disconnected,T007,Luca Sousa-Brito
CN2018,C041,Denis Paiva,"Largo de Antunes, S/N, 5450-369 Lagoa",Three-phase,9/11/2021,MTR2018,Active,T112,Edgar Barbosa
CN2019,C559,Edgar Neves-Machado,"Rua Helena Pereira, S/N, 6241-528 São Salvador de Lordelo",Single-phase,3/10/2021,MTR2019,Suspended,T089,Luna Abreu
CN2020,C097,Beatriz Rocha,"Rua de Vaz, 69, 5045-050 Vendas Novas",Single-phase,4/8/2021,MTR2020,Suspended,T061,Filipe Costa-Pacheco
CN2021,C546,Carolina Machado,"Rua de Neto, 9, 4056-129 Pinhel",Single-phase,5/8/2021,MTR2021,Active,T095,Nuno Melo-Garcia
CN2022,C536,Mia do Simões,"Alameda do Trancão, 57, 3135-183 Estremoz",Three-phase,9/18/2025,MTR2022,Disconnected,T067,Henrique Guerreiro
CN2023,C050,Erica Macedo,"Alameda Campos, 63, 1266-783 Praia da Vitória",Single-phase,9/9/2022,MTR2023,Disconnected,T080,Gil Machado
CN2024,C088,Mélanie Batista,"R. de Nascimento, 36, 6278-282 Moura",Single-phase,3/14/2023,MTR2024,Suspended,T086,Bruno do Coelho
CN2025,C584,Mia Fonseca,"Praça das Torres do Restelo, 31, 4149-253 Santa Maria da Feira",Single-phase,6/5/2021,MTR2025,Suspended,T116,Lúcia do Pinto
